id,name,org
2313458794,Matthijs J. Coster,CENTRUM VOOR WISKUNDE EN INFORMATICA
2655009758,D. Vergamini,I.N.R.I.A.
2974545111,J.-C. Fernandez,"IMAG-LGI, BP 53X, 38041 Grenoble Cedex, France"
420267153,Thomas Eiter,Technische Universität Wien
2672922355,R. A. Amsler,Bell Communications Research#TAB#
2973538862,Jovan Dj. Golic,Queensland Univ. of Technology#TAB#
2487824955,Michael L. Aronson,
2406961282,Amar Bouali,"INRIA, Sophia-Antipolis Cedex"
2119868531,Peter Baumgartner,Universität Koblenz
4823187,William Louis. Scherlis,Carnegie - Mellon University#TAB#
2062283694,Robert H. Deng,Institute for Infocomm Research (I2R)
2712504459,M. Feather,"Inf. Sci. Inst. Univ. of Southern California, Marina del Rey, CA, USA"
2127501897,Charles Nicholas,"Univ. of Maryland, Baltimore County#TAB#"
2131229705,Brent R. Waters,Princeton University *
2287853013,Dieter Werth,"Siemens AG, AUT GT 23"
2163622236,Patrick Blackburn,
2138945749,Constance L. Heitmeyer,Naval Research Laboratory
2112058976,Kurt Jensen,AARHUS UNIVERSITY
2170791316,Jeffrey Ho,HO JEFFREY                #N#                            LIM JONGWOO                #N#                            YANG MING-HSUAN
1986118520,J. Carlier,Université Technologique de Compiegne
2098379432,Heinz K. Klein,"The Fox School of Management Temple University, Philadelphia, PA 19122-6083, USA. klein@acm.org#TAB#"
2221798127,Michael Ben-Or,
2304377163,Noureddine Belkhatir,L.G.I.
2556280202,William R. Swartout,"Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, California"
2780069698,L. Aiello,Università di Roma “La Sapienza”;
2163043621,Erik Knudsen,"Oberthur Card Systems SA, Puteaux, France#TAB#"
2798654577,J.M. Voas,"Reliable Software Technol. Corp., Arlington, VA, USA"
2142703762,Antonio García,"Departamento de Comunicación, Universidad Rey Juan Carlos,"
2149911619,Erik Poll,University of Nijmegen
2162576472,Eun Bae Kong,"Department of Computer Engineering, Chungnam National University, Taejon, 305–764, South Korea"
2304619042,José Júlio Alferes,"CRIA, Uninova and DCS"
2143328931,Michel Abdalla,"Magis Networks, Inc."
2001305480,David Molnar,ShieldIP
1965415099,Neal Koblitz,
2620292084,Frédéric Valette,DCSSI Crypto Lab
2147370234,Erich Grädel,
2247415873,Michael Bertilsson,Linköping; University
2161153869,J. Mylopoulos,"Dept. of Comput. Sci., Toronto Univ., Ont., Canada#TAB#"
306216343,Nectaria Tryfona,University of Maine.
491695890,Thomas von der Maßen,"Research Group Software Construction, RWTH Aachen"
679211496,Wolffried Stucky,"Institut für Angewandte Informatik und Formale Beschreibungsverfahren (AIFB), Universität Karlsruhe (TH), Karlsruhe, Deutschland"
1999579305,Jan Paredaens,University of Antwerp-UIA
2232457062,Morten Jacobsen,"Department of Computer Science, Aalborg University, Aalborg East, Denmark#TAB#"
2681783298,B. Wegbreit,"Xerox Res. Center, Palo Alto, CA, USA"
2988160796,M. Gonzalez Harbour,
2011250649,Mohan S. Kankanhalli,"Institute of Systems Science, National University of Singapore, Kent Ridge, Singapore, 119597, Singapore"
618576870,Patricia J. Teller,
2161860611,E. B. Fernández,"IBM Los Angeles Scientific Center, Los Angeles, California#TAB#"
321147201,C. Collberg,"Department of Computer Science, Auckland University, New Zealand"
2099694763,Robert Fung,"Institute for Decision Systems Research, Los Altos, CA#TAB#"
2469462003,H. Schulzrinne,Columbia University
2031879288,Jonathan Herzog,"The MITRE Corporation,#TAB#"
2198541601,Hans-Dirk Walter,"Universität Karlsruhe, Fakultät für Informatik"
2042800127,David Yarowsky,"Murray Hill,"
1939578934,Paul B. Cragg,"University of Canterbury, Private Bag 4800, Christchurch, New Zealand"
2973862699,M.P. Chase,"MITRE Corporation, Bedford, MA, USA#TAB#"
2053119089,Lee Sproull,"Department of Information Systems, School of Management, Boston University, 704 Commonwealth Avenue, Suite 400 Boston, MA"
2983143053,S. Jablonski,
2974375473,Ton Bylander,the ohio state university
1230227669,Paul A. Kogut,"Lockheed Martin,"
2627901245,E.A. Emerson,"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA"
2036349267,Shree K. Nayar,"Dept. of Computer Science, Columbia University, New York, NY#TAB#"
2160715167,Alvaro del Val,"Robotics Lab, Computer Science Department, Stanford University, Stanford, CA#TAB#"
2168271037,Rob J. van Glabbeek,"Computer Science Department, Stanford University, CA and Centrun voor Wiskunde en Informatica, Amsterdam, The Netherlands#TAB#"
2112924421,Y. Shoham,"Computer Science Department, Stanford University, Stanford, CA 94305, U.S.A."
2029350574,A M Odlyzko,AT&T Bell Lab.#TAB#
1971382267,Hans-Jörg Kreowski,"Fachbereich Informatik, Technische Universität Berlin, Berlin 10, Federal Republic of Germany"
1243827984,C. Cadar,"Comput. Sci. & Artificial Intelligence Lab., Massachusetts Univ., Cambridge, MA, USA"
2138467178,Hajo A. Reijers,"Department of Technology Management, Technische Universiteit Eindhoven, Eindhoven, The Netherlands 5600 MB#TAB#"
2095364609,Heinz Stockinger,European Organization For Nuclear Research
2974424312,D. Baker,
2136185640,Brian A. Stone,North-Carolina State University
2308003564,Dallan Quass,"Stanford, University"
1997422710,Frank Verbiest,K. U.Leuven
128633814,Cagatay Basdogan,"Laboratory for Human and Machine Haptics, Department of Mechanical Engineering, 36-769, Massachusetts Institute of Technology, Cambridge, MA 02139, U.S.A."
2542661365,Thomas Bednasch,University of Applied Sciences Kaiserslautern
22135093,Piotr Indyk,"Computer Science and Artificial Intelligence Lab, MIT,#TAB#"
2259238835,Gareth J. Edwards,University of Manchester
2492215665,Dwight Spencer,"Oregon Graduate Institute, Portland, OR#TAB#"
2892675338,Maurice Nivat,
2145198186,Yijun Yu,"(Computing Department, The Open University, Milton Keynes, UK)"
2085610964,Francois-Xavier Standaert,Université catholique de Louvain >  >  >  >
2953397252,Pierre-Alain Muller,ESSAIMUniversité de Haute-Alsace
2310448304,Thomas Ohler,ETH Zentrum
2719522320,Yannis Dimopoulos,"Universität Freiburg,"
2112574952,N. Alon,"Department of Mathematics, Raymond and Beverly Sackler Faculty of Exact Sciences, Tel-Aviv University, Tel-Aviv Israel#TAB#"
2136308466,Isabel F. Cruz,University of Toronto Toronto Canada
2078705314,David Pointcheval,Université de Caen
2974254993,Juanito Camilleri,University of Cambridge
319962522,David von Oheimb,Technische Universität München;
2154115838,Micha Sharir,"Courant Institute of Mathematical Sciences, New York University, New York, USA 10012 and School of Mathematics, Tel Aviv University, Ramet Aviv, Israel 69 978#TAB#"
1994240001,Carla E. Brodley,"School of Electrical Engineering, Purdue University, West Lafayette, IN#TAB#"
2646192850,P. D'altan,"Dipartimento di Filosofia, Università di Milano, Milano, Italy"
488584163,Rodney W. Topor,
2277298443,Naveen Prakash,Delhi Institute of Technology
2033077845,Volker Strassen,"Universität Konstanz, Fakultät för Mathematik, Postfach 5560, D-7750 Konstanz 1, FRG"
2032654697,Jochen Malte Küster,"University of Paderborn,"
2155530763,Allen Van Gelder,"Stanford, University"
1975490744,Jyrki Kivinen,University of California Santa Cruz
2550997610,K. Gopalakrishnan,"Department of Computer Science & Engineering, University of Nebraska-Lincoln, Lincoln,"
2220809362,P.H. Beckman,"Los Alamos Nat. Labs., NM, USA"
2160550472,Rajat Mukherjee,"IBM Almaden Research Center, San Jose, CA (USA)"
2167287395,Mitsuru Tada,"Japan Advanced Institute of Science and Technology,,,,,"
2039105092,Nathan Keller,"Einstein Institute of Mathematics, Hebrew University, Jerusalem, Israel"
109346679,O. Reingold,Weizmann institute of Science
2243975045,Andrea Maggiolo-Schettini,Universita di Pisa
2060299180,Veli-Pekka Tahvanainen,Project Syti University of Jyväskylä
1898738976,Charles J. Alpert,"UCLA Computer Science Department, Los Angeles, CA 90024-1596, USA"
2973722265,K. Levitt,"Dept. of Comput. Sci., California Univ., Davis, CA, USA#TAB#"
2502924239,L. Lin,"Dept. of Comput. Sci, Manchester Univ., UK"
2145860346,Dezsö Miklós,Hungarian Academy
2085610964,François-Xavier Standaert,"UCL Crypto Group, Université catholique de Louvain, Louvain-la-Neuve B-1348#TAB#"
2163362677,David Scott Warren,State University of New York at Stony Brook
2154442338,Mary Sheeran,Chalmers University of Technology
1987818517,Arthur H. M. Ter Hofstede,"Business Process Management Group, Queensland University of Technology, Brisbane, Australia#TAB#"
2974605872,G. Bozman,"Thomas J. Watson Research Center, Yorktown Heights, New York#TAB#"
2115493875,Jacques Patarin,"Bull CP8, Louveciennes, France#TAB#"
2305908207,Christopher Colby,"Cedilla Systems Incorporated, 4616 Henry Street, Pittsburgh, Pennsylvania"
2171030022,Stefan Savage,"University of Washington-Seattle,"
218416969,Efthymios Alepis,Department of Informatics; University of Piraeus; Piraeus Greece
2942681512,Paul Gastin,Université Paris
2141896135,Luis Mandel,Forschungsinstitut für Angewandte Software-Technologie (FAST e. V.)
2223659314,Papalaskaris,
245983289,Bernard Boigelot,"Institut Montefiore, B28"
2125988131,Ling Liu,"Dept. of Comput. Sci. & Eng., Oregon Graduate Inst., Portland, OR, USA"
2060913789,Doratha E. Drake,Humboldt-UniversitäT Zu Berlin
2983837909,M.T. Raghunath,
2103947080,Yan Mei Tang,CRI#TAB#
2735592098,Atsushi Fujioka,"NTT Laboratories, Nippon Telegraph and Telephone Corporation, Yokosuka-shi, Kanagawa-ken, Japan#TAB#"
54027764,Ugo Vaccaro,UNIVERSITÀ DI SALERNO
2144945782,Thomas Lundqvist,Chalmers University of Technology
31261168,Yannis Theodoridis,Computer Technology Institute
2667476225,Ruben Prieto-Diaz,"Ruben Prieto&dash;Diaz Reuse Inc., 12365 Washington Brice Road, Fairfax, VA 22033, USA#TAB#"
2165088218,Damián Arregui,Xerox Research Centre Europe
2048013632,Stefanie Rinderle,"University of Ulm, Faculty of Computer Science, Dept. Databases and Information Systems"
2676058149,Jing Dong,"Institute of Automation, National Laboratory of Pattern Recognition, Beijing, P.R. China#TAB#"
2973536803,Yen-Ping Shan,"Department of Computer Science, University of North Carolina, Chapel Hill NC#TAB#"
2088939718,E.S. Parris,
2723106160,Dan Lund Christensen,"The Alexandra Institute,#TAB#"
2123694577,Benjamin Goldberg,
2678512838,Danilo Beuche,Otto-von-Guericke-Universität
318489436,Xavier Thirioux,Universite de Toulouse
1228902201,Bruno Courcelle,Uníversity of Bordeaux I
2526671548,Koutarou Suzuki,NTT Corporation
2343481990,Kazuhisa Makino,"Department of Mathematical Informatics, Graduate School of Information and Technology, University of Tokyo, Tokyo 113-8656, Japan#TAB#"
2194385920,Mark H. Burstein,"BBN Laboratories, 10 Moulton Street, Cambridge, MA 02238, U.S.A."
2163362677,David Scott Warren,SUNY at Stony Brook
2974344388,Paul Le Guernic,IRISA
2117824457,Rupert W. Ford,University of Manchester
2233501582,Edward A. Stohr,New-York University >  >  >  >
2169716560,AnHai Doan,"Department of Computer Science and Engineering, University of Washington, Seatle, WA 98195, USA E-mail: anhai@cs.washington.edu#TAB#"
2078106182,Ellen Riloff,"School of Computing, Univ. of Utah, Salt Lake City, UT#TAB#"
1236271126,Lenhart Schubert,"Department of Computer Science University of Rochester, Rochester, NY"
2167869104,Axel Polleres,Digital Enterprise Research Institute (DERI) Innsbruck Innsbruck
2138320137,Ivar Jacobson,Royal Institute of Technology and Objective Systems SF AB
138896488,Hans de Nivelle,Delft University of Technology
292299592,Faramarz Hendessi,Isfahan University Of Technology
2285242158,Nori Matsuda,CHUO UNIVERSITY
1986053355,Régis Bevan,Oberthur Card systems
2019593835,Jean-Paul Linnartz,"Philips Natuurkundig Lab (Philips Research), WY 82, Holstlaan 4, 5656 AA, Eindhoven, the Netherlands"
2143635949,Phong Co,McGill University
2108483073,V. Roy,I.N.R.I.A.
2097349350,Jacques Stern,Laboratoire d’informatique
1109212868,Tiziana Margaria,Universität Passau
2561260361,Siegfried Fischer,
2044153384,Barry Redmond,"*Trinity College, Dublin."
2162840109,Amy Unruh,MCC
1686185850,Shai Halevi,IBM
171124267,Anders Bondorf,"DIKU, Univ. of Copenhagen"
2083764764,Sriram K. Rajamani,University of California
2155507468,Manuel Núñez,
2129661021,Angel Fernández,"Madrid University of Technology ETSI Telecomunication, UPM"
2138270849,Alex K. Simpson,"University of Edinburgh,"
2064532066,Avishai Wool,Bell-Labs
1970120478,Dimka Karastoyanova,"IAAS, Universität Stuttgart, Germany"
2252134122,Paolo Traverso,"ITC, IRST, Trento, Italy#TAB#"
671527850,J. Widom,
2109441081,Liqun Chen,"Hewlett Packard Labs., Bristol, UK"
2139526993,G. Muhl,"Inst. of Telecommun. Syst., Technische Univ. Berlin, Germany"
2584653179,Dennis A. Adams,"Department of Decision and Information Sciences, College of Business Administration, University of Houston, Houston, Texas 77204#TAB#"
2779712392,H. Nordberg,
855633617,Johan Håstad,mit
2640201107,R. L. Guck,"Unisys Corporation, Irvine, CA"
2649433340,Oris Friesen,Compagnie des Machines Bull
85231171,Freek Wiedijk,University of Nijmegen
339490103,Stefan Mangard,Graz University of Technology
2053087161,R. Kettimuthu,"Dept. of Comput. & Inf. Sci., Ohio State Univ., Columbus, OH, USA#TAB#"
2120329599,Andrew W. Appel,"Department of Computer Science, Princeton University, Princeton"
2029765619,J. Snoeyink,"North Carolina Univ., Chapel Hill, NC, USA"
2052950829,M. Bellare,
2157445139,Renia Jeffers,"Institute for Human and Machine Cognition, Pensacola, FL#TAB#"
2406631840,Benjamin Zorn,"Department of Computer Science, Campus Box 430, University of Colorado, Boulder CO 80309–0430, U.S.A."
285318040,Vojislav B. Mišic,"The Hong Kong Univ. of Science and Technology, Kowloon, Hong Kong#TAB#"
1987818517,Arthur H. M. ter Hofstede,the University of Queensland
2176767162,Benno Heigl,Universität Erlangen-Nürnberg
136759105,Francesco Parisi-Presicce,Universitaà di Roma “La Sapienza - Italy
1995289898,Dany Breslauer,
2176677447,Mo A. Mahmood,University of Texas El Paso
2295741880,Michael Gelfond,Univ. of Texas at El Paso#TAB#
2022183134,Joan Daemen,Katholieke Universiteit Leuven
999226360,Leila De Floriani,Università di Genova
2250270171,Hannu Toivonen,"Department of Computer Science, University of Helsinki, P.O. Box 26, FIN-00014 University of Helsinki, Finland and Nokia Research Center"
2015702761,Charles Rackoff,"University of Toronto,#TAB#"
2199395583,Albert S. Dexter,
2988203745,Khaled K. Al-Taha,University of Maine.
682950644,Herman Geuvers,University of Nijmegen
2003360234,Matthew A. Cottini,
2038038819,Robert K. Brayton,"EECS, UC Berkeley,#TAB#"
2146532449,D. A. Gustafson,"Department of Computing and Information Sciences, Kansas State University, Manhattan, KansasUSA"
2257433360,Kamesh Munagala,"Stanford, University"
2155445851,Domenico Saccà,
2101535396,Annika Wagner,"University of Paderborn, Dept. of Computer Science, Paderborn, Germany"
2487116631,Norbert Götz,Universität Erlangen-Nürnberg
2108105160,Hendrik Tews,Tu Dresden
1728759264,Shafi Goldwasser,massachusetts institute of technology
2477632187,Kazuo Tanada,Tokyo Inst. of tech.
2650460559,Jack Rockart,
1513199363,James L. Massey,Swiss Federal Institute of Technology#TAB#
2111814098,Michael Löwe,Technische Universität Berlin#TAB#
2026095753,Fariba Sadri,"Department of Computing, Imperial College, London, U.K."
2141485328,Yi-Bing Lin,"Appl. Res., Bellcore, Morristown, NJ, USA"
2903854414,Matt Blaze,AT&T Bell Lab.#TAB#
2947513331,T. Viéville,
2568086600,P. Gillet,
2973573446,D. Harel,
2043927168,R.P. Wattenhofer,", Microsoft"
2138263338,Jens Groth,"Computer Science Department, UCLA, Los Angeles, CA#TAB#"
1210129701,G. Kindler,"School of Computer Science and Engineering, The Hebrew University of Jerusalem, Jerusalem, Israel#TAB#"
2974479564,K. Ramchandran,
2021370764,Graham E. Fagg,University of Tennessee‡
1969806993,Mitchel W. Sukalski,Sandia National Laboratories
2679105986,Jesper Birch,"Centre for Integrated Electronics, Technical University of Denmark, Building 344, DK-2800 Lyngby, Denmark"
2145673556,Jane W.-S. Liu,"Department of Computer Science, University of Illinois at Urbana-Champaign Urbana, IL#TAB#"
237969062,Roberto Tamassia,Brown University
2116943999,Dulce Domingos,University of Lisbon - Faculty of Sciences
2091071396,Kwok-Kee Wei,
2720811516,Zong-Cheol Zhoo,"Information Retrieval Lab, Systems Engineering Research Institute, Taejon, Korea"
2112976725,A. Tumer,"Middle East Technical University, METU"
2107253246,Vladimir Lifschitz,"University of Texas at Austin, Austin, TX"
2017816310,James P. Callan,University Of Massachusetts
2122297520,Robert C. Goldstein,"Faculty of Commerce and Business Administration, University of British Columbia, Vancouver, B.C., Canada"
1978724799,Gioia Ristori,"Dipartimento di Informatica, Univ. di Pisa, Corso Italia 40, 1-56100 Pisa. e-mail: ugo, gioia@di.unipi.it, fax: +39(+50)887226#TAB#"
2687106946,Alexandre Lefebvre,Compagnie des Machines Bull
2157095084,Antonio Torralba,"Department of Brain and Cognitive Sciences, MIT, 45 Carleton Street, Cambridge, MA 02139. torralba@ai.mit.edu#TAB#"
122666603,Philippe Lahire,"I3S Nice-Sophia Antipolis, Sophia-Antipolis Cedex"
2484463076,Emil Volcheck,UCLA Dept. of Mathematics and Center for Science and Art
227075345,Anne Condon,"Computer Sciences Department, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, Wisconsin 53706 USA"
2163941406,Raimund Seidel,"University of California Berkeley, CA#TAB#"
2148676791,Jackie Chi Kit Cheung,"Department of Computer Science University of Toronto, Toronto, Ontario, Canada#TAB#"
2716005742,Ayache,"Laboratoire d'Automatique et d'Analyse des Systemes, C.N.R.S."
699581604,Silvio Micali,"Laboratory for Computer Science, Massachusetts Institute of Technology"
1898738976,C. J. Alpert,"UCLA Computer Science Department, Los Angeles, CA#TAB#"
2089854595,Ralf Plattfaut,"Westfälische Wilhelms-Universität Münster, European Research Center for Information Systems, Münster#TAB#"
2122901093,Gergely Sipos,Hungarian Academy of Sciences.
2154066048,H. J. Schneider,"Institut für Math. Maschinen und Datenverarbeitung (II) der Univ. Erlangen-Nürnberg, Erlangen, Federal Republic of Germany D-8520#TAB#"
1992921720,Gilles Vanwormhoudt,"Laboratoire d’Informatique Fondamentale de Lille, UMR CNRS 8022 – INRIA Jacquard Project, Université des Sciences et Technologies de Lille, Villeneuve d’Ascq, France#TAB#"
2523364594,T. H. Payne,University of California
2111965902,Wenbo Mao,Hewlett-Packard Lab.#TAB#
2233703140,David Toman,University of Toronto#TAB#
1482108584,R. Ostrovsky,"Lab. for Comput. Sci., MIT. Cambridge, MA, USA"
2304619042,José Júlio Alferes,"DM, U. Évora and CITIA, U. Nova de Lisboa, 2825 Monte da Caparica, Portugal. [email protected]#TAB#"
2303473132,David Pearce,German Research Centre for Artificial Intelligence (DFKI
2950616167,Joe Kilian,NEC Research Institute
1972291593,Alex J. Smola,Australian Nat. University
229879565,Martin Erwig,"Praktische Informatik IV, Fernuniversita¨t Hagen, D-58084 Hagen, Germany erwig@fernuni-hagen.de#TAB#"
2118748986,Martin Jonsson,The FUSE Research Group
270949118,Wil M. P. Van Der Aalst,"Dept. of Technology Management, Eindhoven University of Technology, the Netherlands"
2019593835,Jean-Paul M. G. Linnartz,Philips Research#TAB#
2133201272,Ramesh C. Jain,"University of California, San Diego, USA"
2701159611,Marc Boyer,"LIAFA, Université Denis Diderot, Paris, France"
2100955430,P. Tiberio,"IBM Research Laboratory, San Jose, CA"
294455658,Fatih Kurugollu,"School of Electronics, Electrical Engineering and Computer Science, Queen's University, Belfast, UK#TAB#"
1996966991,Sergio Bandinelli,DEC and Politecnico di Milano
2266535755,H.B. Reubenstein,"MITRE Corporation, Bedford, MA, USA#TAB#"
2343481990,Kazuhisa Makino,"Dept. of Mathematical Informatics, University of Tokyo, Tokyo, Japan"
343041661,J. Launchbury,
2949780486,Halina Przymusinska,California State Polytechnic University Pomona CA
2113499725,Jorge Cardoso,University of Madeira Funchal Portugal
1686185850,Shai Halevi,"IBM T.J. Watson Research Center Hawthorne, NY"
2135972342,Henk L. Muller,"Department of Computer Science, University of Bristol"
286969181,Paul Tafertshofer,"Technical University of Munich Institute of Electronic Design Automation, Munich, Germany"
2244978735,Stephen G. Pauker,"Department of Medicine, New England Medical Center Hospital, Tufts University School of Medicine, Boston, MA#TAB#"
2093172619,A. Browne,"Stanford Univ., Stanford, CA"
681596721,A. Sangiovanni-Vincentelli,"Dept. of Electr. Eng. and Comput. Sci., California Univ., Berkeley, CA, USA"
2951858106,Ming-Chien Shan,"Software Technology Lab, Hewlett-Packard Laboratories, IU-4A, 1501 Page Mill Road, Palo Alto, CA 94304, USA"
2286403301,C.-H. Huang,"Department of Computer and Information Science, The Ohio State University, Columbus, Ohio"
2973248721,I. Fortanet,"Jaume I University, Spain"
2021686850,Yoav Freund,"AT&T Labs, 180 Park Avenue, Florham Park, NJ"
2597655413,Thomas Sauer,"rjm Business Solutions GmbH, Lampertheim, Germany#TAB#"
2118319580,Apostolos Papadopoulos,Aristotle Univ.
2294836853,David Scott,"Laboratory for Communications Engineering, University of Cambridge#TAB#"
2896483644,Brian C. Smith,University of California
2123449190,Javier Esparza,"University of Edinburgh,"
2015738512,Bonnie A. Nardi,"University of California at Irvine, Irvine, CA."
2035163501,Radha Jagadeesan,(Loyola University of Chicago)
118037170,Jeffrey Scott Vitter,• Duke University#TAB#
701405460,Niv Ahituv,"Tel Aviv Univ., Tel Aviv, Israel and Claremont Graduate School, Claremont, CA#TAB#"
278177626,Robert E. Schapire,"AT&T Bell Lab, Murray Hill, NJ"
2143353419,Marvin H. Solomon,Computer Sciences Department
2159731087,Bernhard Bauer,"Programming of Distributed Systems, Institute of Computer Science, University of Augsburg, Germany#TAB#"
2492234158,Maria Antonietta Grasso,"Rank Xerox Research Centre, Grenoble Laboratory, France"
2793341725,Philippe Dague,"IBM Scientific Center, Paris, France#TAB#"
2115214370,Sachar Paulus,SECUDE Sicherheitstechnologie Informationssysteme GmbH
2096332374,Yingwei Cui,"Stanford Univ., Stanford, CA"
2302034370,Marion Klein,Universität Passau
241925390,Francois Llirbat,"Inria, Le Chesnay, France"
2277946074,F. van Cadsand,ORIGIN
2242465154,Brendan Hills,CSIRO Mathematical & Information Sciences
2284655069,Constantine Stephanidis,Foundation for Research and Technology -- Hellas
2304537633,Krzysztof Pietrzak,"CWI Amsterdam, The Netherlands#TAB#"
2170306587,Shmuel Katz,"Department of Computer Science, Technion#TAB#"
1908348476,Tanguy Urvoy,"IRISA, Campus de Beaulieu"
2636560450,Stefan Gower,Hewlett Packard Company#TAB#
2697633552,Peter Hitchcock,"IBM (UK) Scientific Centre, Durham, England#TAB#"
2138263338,Jens Groth,"#N#        #N#        University College London, United Kingdom;"
2707430460,Michel Hassenforder,"MIPS, Université de Haute-Alsace, France#TAB#"
2076234968,Peeter Laud,Cybernetica
2010262140,Alessio Gambi,"CEFRIEL - Politecnico di Milano, Via Fucini, 2 20133 Milano,#TAB#"
2974532055,M. d'Alessandro,
2157523914,Joonsang Baek,"Centre for Information Security Research, School of Information Technology and Computer Science, University of Wollongong, Wollongong, Australia"
2249944751,Wolfgang Klas,GMD-IPSI
2003165903,M. Charikar,"Stanford Univ., CA, , USA"
1998351617,Enrico Nardelli,Istituto di Studi sulla Ricerca e Documentazione Scientifica-C.N.R.
690851432,E. Guévremont,"School of Computer Science, Simon Fraser University, Burnaby, British Columbia, V5A 1S6, Canada#TAB#"
2117754747,Niels Damgaard Hansen,"Aarhus University,"
1979563096,Johann Eder,University of Klagenfurt
2293758362,Hermann Ney,"Lehrstuhl für Informatik VI, Computer Science Department, RWTH Aachen, University of Technology, D-52056 Aachen, Germany. ney@informatik.rwth-aachen.de#TAB#"
2038785220,Bernhard Beckert,"Institute for Computer Science, University of Koblenz-Landau, Koblenz, Germany#TAB#"
2284246170,Christian Gehrmann,Lund University >  >  >  >
188044605,S. M. Shatz,University of Illinois‐Chicago.
2789640546,Shai Herzog,"University of Southern California, ISI, Los Angeles, CA, USA"
2238207816,Pierre Dupont,"France Telecom, CNET LAA/TSS/RCP"
1971048879,Patricia Holley,"Department of Psychology, Florida State University, 32306-1270, Tallahassee, FL, USA#TAB#"
2310447534,Eun Young Kang,"International Institute for Software Technology, United Nations University, Macau,"
2146835838,Sukhamay Kundu,Louisiana State University
2557666031,Antoine Petit,"(Correspd.) LSV, CNRS URA 2236, ENS de Cachan, 61 av. du Prés. Wilson, F-94235 Cachan Cedex, France, email: berard,petit@lsv.ens-cachan.fr#TAB#"
2721983049,Hugo de Garis,"AI Center of the Naval Research Laboratory in Washington, DC#TAB#"
172506059,Ralf Hartmut Güting,"Informatik VI, Universität"
127429266,Doron Peled,"Department of Computer Science, Technion#TAB#"
2129356715,Antonella Cresti,"Dipartimento di Scienze dell' Informazione, Università di Roma “La Sapienza”, 00198 Roma, Italy"
1997621779,Thomas A. Berson,Anagram Laboratories
21228159,Amihai Motro,"Comput. Sci. Dept., Univ. of Southern California, Los Angeles, CA"
2064887371,Michael P. Marrone,
2303840565,Gang Zhou,"Bell Laboratories, Lucent Technologies, 600 Mountain Ave., Murray Hill, NJ"
2973518300,T. Tokuda,
203319978,Thomas W. Ferratt,
700721243,Nick Howgrave-Graham,NTRU Cryptosystems
2060454091,Erik Tidén,"Siemens AG, Corporate Research and Development (ZFE IS INF2)"
2036337202,Manuel Buenaga,"Departamento de Inteligencia Artificial, Universidad Europea, Madrid, Spain"
2170746593,Shouhuai Xu,George Mason University
2676635382,A.M. Weil,
2487216720,Bartłomiej Gaweł,"Wrocław University, of Technology"
2425818370,M. Mufakhkharul Islam,"Department of Computer Science & Engineering, BUET, Dhaka, Bangladesh"
115057321,Rachid Guerraoui,"Distributed Programming Laboratory, Swiss Federal Institute of Technology in Lausanne, CH-1015, Switzerland"
2311952432,Maurice Maes,Philips Res. Labs.
2110748698,N. P. Smart,"Dept. Computer Science, University of Bristol, Bristol, UK"
2166895911,Dan Hirsch,Universidad de Buenos Aires.
2142670406,Philippe Martin,"Griffith University, School of Information Technology, PMB 50, Gold Coast MC, QLD 9726 Australia"
2286973560,Andra Marynowski,Hewlett Packard Company#TAB#
2474571603,Felix Bachmann,Software Engineering Institute
2312369083,Brian Emerson,University of Southern California - Institute for Creative Technologies#TAB#
2135161809,Assaf Ben-David,The Hebrew University Jerusalem Israel
2974062903,Y. Dimopoulos,"Programming Logics, MPI for Informatics, Max Planck Society"
2162106674,Martín Abadi,"Bell Labs Research, Lucent Technologies,"
2168342616,Augustin Soule,Thomson Research#TAB#
155976146,Lee Naish,"Dept. of Computer Science, University of Melbourne, Australia"
2138467178,Hajo A. Reijers,Eindhoven University of Technology Eindhoven The Netherlands
2796920597,Ronald Cramer,"Inst. for Theoretical Comp. Sc., ETH Zurich, Zurich, Switzerland#TAB#"
2251235538,Volker Diekert,"(Correspd.) Inst. für Informatik, Universität Stuttgart, Breitwiesenstr. 20-22, D-70565 Stuttgart, Germany, email: diekert@informatik.uni-stuttgart.de#TAB#"
91793043,Hannes Federrath,Dresden University of Technology
2009270446,Elliot Noma,"CHI Research/Computer Horizons, Inc., 1050 Kings Highway North, Cherry Hill, NJ 08034"
2513848785,Bruce G. Buchanan,"Dept. of Computer Science, Stanford University, Stanford, California"
2397943235,Bowen Alpern,"IBM - T. J. Watson Research Center, Yorktown Heights, NY"
2143591829,Art Ammann,"IBM Thomas J. Watson, Res. Center, Yorktown Heights, NY#TAB#"
2104327557,Brian D. Noble,"University of Michigan, Ann-Arbor, MI"
2136663722,Alexandre David,", Aalborg University"
2081047619,Peter A. Boncz,"University of Amsterdam, CWI"
2973787369,Jennifer-Ann M. Anderson,"Stanford, University"
2201755339,Adi Shamir,"The Weizmann Institute of Science, Department of Applied Mathematics and Computer Science, Rehovot, Israel#TAB#"
2679464268,Christer Fernström,Grenoble Research Centre
2509450762,Ben Maszkowski,"Stanford, University"
2629049756,M. Galler,"McGill Univ., Montre´al, P.Q., Canada"
678127074,D. Radev,
2132894036,H. Basson,Laboratoire d’Informatique du Littoral
